stock_movement_id,po_id,receive_date,transfer_date,store_id,warehouse_id,qty
SM-03834,PO-00332,2024-11-15,2024-11-19,STR-007,WH-03,115
SM-03835,PO-01045,2025-02-17,2025-02-21,STR-010,WH-02,60
SM-03836,PO-02298,2023-12-31,2024-01-01,STR-007,WH-03,62
SM-03837,PO-00958,2023-12-20,2023-12-22,STR-008,WH-02,188
SM-03838,PO-00661,2025-04-01,2025-04-06,STR-008,WH-02,36
SM-03839,PO-02287,2023-12-20,2023-12-23,STR-002,WH-03,63
SM-03840,PO-02375,2024-04-28,2024-05-03,STR-003,WH-03,146
SM-03841,PO-01021,2024-03-31,2024-04-01,STR-001,WH-03,61
SM-03842,PO-01629,2024-07-10,2024-07-14,STR-008,WH-02,23
SM-03843,PO-00977,2025-03-25,2025-03-28,STR-004,WH-02,28
SM-03844,PO-01940,2023-12-14,2023-12-18,STR-009,WH-03,13
SM-03845,PO-00633,2023-12-20,2023-12-23,STR-009,WH-02,163
SM-03846,PO-00059,2024-01-12,2024-01-16,STR-008,WH-02,186
SM-03847,PO-01028,2025-04-04,2025-04-05,STR-009,WH-02,10
SM-03848,PO-01387,2024-06-10,2024-06-15,STR-001,WH-03,32
SM-03849,PO-01710,2024-08-16,2024-08-17,STR-008,WH-02,54
SM-03850,PO-02176,2024-01-22,2024-01-24,STR-009,WH-01,123
SM-03851,PO-02497,2023-12-17,2023-12-22,STR-004,WH-02,94
SM-03852,PO-02324,2024-01-23,2024-01-28,STR-004,WH-01,49
SM-03853,PO-00753,2023-12-19,2023-12-24,STR-008,WH-01,34
SM-03854,PO-01122,2023-12-09,2023-12-12,STR-007,WH-01,73
SM-03855,PO-02432,2024-10-26,2024-10-30,STR-006,WH-02,161
SM-03856,PO-02116,2023-12-20,2023-12-22,STR-003,WH-03,20
SM-03857,PO-01797,2023-12-25,2023-12-28,STR-003,WH-01,140
SM-03858,PO-01698,2024-02-08,2024-02-09,STR-002,WH-01,97
SM-03859,PO-01769,2024-10-19,2024-10-20,STR-003,WH-02,187
SM-03860,PO-01593,2024-02-03,2024-02-04,STR-008,WH-02,26
SM-03861,PO-02360,2023-12-12,2023-12-16,STR-005,WH-02,19
SM-03862,PO-00347,2025-04-17,2025-04-18,STR-005,WH-01,48
SM-03863,PO-02300,2025-08-05,2025-08-05,STR-001,WH-01,122
SM-03864,PO-00431,2024-12-03,2024-12-08,STR-003,WH-02,61
SM-03865,PO-01720,2024-12-05,2024-12-10,STR-003,WH-02,124
SM-03866,PO-01260,2023-12-23,2023-12-27,STR-009,WH-01,57
SM-03867,PO-00877,2025-08-21,2025-08-21,STR-008,WH-03,118
SM-03868,PO-00288,2024-04-06,2024-04-08,STR-008,WH-02,125
SM-03869,PO-01881,2023-12-25,2023-12-29,STR-007,WH-01,58
SM-03870,PO-01360,2025-06-09,2025-06-09,STR-002,WH-02,114
SM-03871,PO-02283,2023-12-31,2024-01-01,STR-010,WH-01,119
SM-03872,PO-01474,2025-05-13,2025-05-14,STR-008,WH-02,188
SM-03873,PO-01692,2025-10-07,2025-10-10,STR-010,WH-01,174
SM-03874,PO-00899,2025-02-22,2025-02-24,STR-007,WH-02,182
SM-03875,PO-01011,2024-02-02,2024-02-02,STR-008,WH-02,116
SM-03876,PO-00351,2024-06-12,2024-06-15,STR-009,WH-01,66
SM-03877,PO-01404,2024-01-01,2024-01-05,STR-008,WH-02,192
SM-03878,PO-02032,2024-01-03,2024-01-08,STR-009,WH-02,45
SM-03879,PO-02497,2023-12-16,2023-12-21,STR-005,WH-02,69
SM-03880,PO-01696,2024-03-18,2024-03-23,STR-002,WH-01,54
SM-03881,PO-00786,2024-01-30,2024-02-02,STR-008,WH-03,148
SM-03882,PO-02317,2024-05-29,2024-06-03,STR-003,WH-01,106
SM-03883,PO-00154,2024-04-01,2024-04-04,STR-005,WH-03,78
SM-03884,PO-01329,2024-06-08,2024-06-11,STR-001,WH-01,109
SM-03885,PO-02034,2023-12-05,2023-12-06,STR-001,WH-02,132
SM-03886,PO-02118,2023-12-15,2023-12-18,STR-003,WH-01,160
SM-03887,PO-02275,2024-06-08,2024-06-12,STR-009,WH-02,37
SM-03888,PO-00014,2024-01-08,2024-01-12,STR-004,WH-01,63
SM-03889,PO-00663,2024-01-18,2024-01-19,STR-010,WH-02,67
SM-03890,PO-02081,2023-12-19,2023-12-21,STR-001,WH-01,135
SM-03891,PO-01047,2024-02-07,2024-02-07,STR-002,WH-01,121
SM-03892,PO-02249,2024-04-01,2024-04-05,STR-001,WH-01,91
SM-03893,PO-01307,2024-07-10,2024-07-15,STR-002,WH-02,115
SM-03894,PO-00417,2023-12-07,2023-12-11,STR-010,WH-03,10
SM-03895,PO-02032,2024-01-02,2024-01-07,STR-009,WH-02,62
SM-03896,PO-00328,2023-12-16,2023-12-21,STR-004,WH-03,87
SM-03897,PO-00133,2023-12-22,2023-12-26,STR-003,WH-01,103
SM-03898,PO-02409,2023-12-23,2023-12-26,STR-005,WH-02,20
SM-03899,PO-00271,2023-12-18,2023-12-22,STR-007,WH-03,103
SM-03900,PO-01495,2024-07-31,2024-08-03,STR-006,WH-01,143
SM-03901,PO-01549,2024-12-21,2024-12-23,STR-004,WH-01,152
SM-03902,PO-00292,2024-09-17,2024-09-21,STR-001,WH-01,181
SM-03903,PO-00014,2024-01-08,2024-01-09,STR-006,WH-01,96
SM-03904,PO-01289,2023-12-14,2023-12-19,STR-008,WH-02,193
SM-03905,PO-01163,2024-04-04,2024-04-09,STR-002,WH-01,113
SM-03906,PO-00028,2023-12-23,2023-12-27,STR-001,WH-01,107
SM-03907,PO-00477,2024-12-01,2024-12-01,STR-007,WH-02,178
SM-03908,PO-01405,2024-10-20,2024-10-24,STR-004,WH-01,106
SM-03909,PO-01663,2024-01-25,2024-01-27,STR-001,WH-01,85
SM-03910,PO-01196,2024-09-27,2024-10-02,STR-006,WH-01,128
SM-03911,PO-02417,2023-12-16,2023-12-17,STR-002,WH-03,85
SM-03912,PO-00873,2025-06-07,2025-06-11,STR-004,WH-03,168
SM-03913,PO-01850,2024-02-14,2024-02-17,STR-006,WH-03,102
SM-03914,PO-01077,2024-10-04,2024-10-08,STR-007,WH-01,152
SM-03915,PO-00781,2023-12-09,2023-12-13,STR-005,WH-01,15
SM-03916,PO-01527,2024-04-27,2024-05-02,STR-004,WH-03,149
SM-03917,PO-00645,2024-10-09,2024-10-14,STR-005,WH-03,121
SM-03918,PO-02411,2024-02-17,2024-02-18,STR-007,WH-02,79
SM-03919,PO-00473,2024-01-18,2024-01-21,STR-009,WH-02,142
SM-03920,PO-02278,2024-05-22,2024-05-23,STR-001,WH-01,84
SM-03921,PO-00081,2024-01-12,2024-01-14,STR-004,WH-03,88
SM-03922,PO-02157,2024-07-13,2024-07-16,STR-008,WH-01,36
SM-03923,PO-00566,2023-12-27,2024-01-01,STR-007,WH-01,71
SM-03924,PO-01844,2024-12-29,2024-12-31,STR-010,WH-02,50
SM-03925,PO-02488,2024-05-27,2024-05-27,STR-004,WH-01,175
SM-03926,PO-01193,2023-12-19,2023-12-20,STR-005,WH-01,185
SM-03927,PO-00669,2023-12-20,2023-12-23,STR-002,WH-02,192
SM-03928,PO-01326,2024-03-12,2024-03-17,STR-006,WH-01,166
SM-03929,PO-02444,2025-03-27,2025-03-31,STR-001,WH-02,57
SM-03930,PO-01404,2024-01-01,2024-01-06,STR-007,WH-02,134
SM-03931,PO-00538,2024-02-14,2024-02-18,STR-004,WH-03,174
SM-03932,PO-00860,2025-05-15,2025-05-19,STR-007,WH-03,144
SM-03933,PO-00812,2024-07-16,2024-07-17,STR-008,WH-01,175
SM-03934,PO-01517,2024-07-03,2024-07-06,STR-002,WH-01,35
SM-03935,PO-00968,2025-11-24,2025-11-24,STR-007,WH-02,133
SM-03936,PO-01556,2024-09-26,2024-09-29,STR-008,WH-03,158
SM-03937,PO-00827,2024-10-17,2024-10-19,STR-003,WH-01,79
SM-03938,PO-02464,2023-12-16,2023-12-18,STR-007,WH-02,129
SM-03939,PO-00326,2023-12-18,2023-12-22,STR-010,WH-03,90
SM-03940,PO-01346,2024-09-06,2024-09-07,STR-008,WH-02,26
SM-03941,PO-00124,2024-04-23,2024-04-26,STR-010,WH-01,77
SM-03942,PO-00098,2024-12-12,2024-12-17,STR-003,WH-02,186
SM-03943,PO-01138,2025-03-13,2025-03-13,STR-005,WH-03,198
SM-03944,PO-02165,2024-02-01,2024-02-06,STR-003,WH-02,124
SM-03945,PO-01654,2024-09-24,2024-09-25,STR-010,WH-01,70
SM-03946,PO-01592,2023-12-18,2023-12-21,STR-007,WH-03,149
SM-03947,PO-02134,2024-03-03,2024-03-08,STR-007,WH-03,159
SM-03948,PO-01601,2023-12-09,2023-12-14,STR-010,WH-03,132
SM-03949,PO-02123,2024-05-08,2024-05-13,STR-007,WH-03,30
SM-03950,PO-01217,2023-12-21,2023-12-23,STR-002,WH-02,92
SM-03951,PO-02393,2024-08-11,2024-08-16,STR-001,WH-03,83
SM-03952,PO-02499,2025-10-24,2025-10-24,STR-001,WH-02,84
SM-03953,PO-01067,2024-06-16,2024-06-18,STR-008,WH-01,127
SM-03954,PO-00219,2023-12-25,2023-12-28,STR-008,WH-03,86
SM-03955,PO-01117,2023-12-20,2023-12-22,STR-006,WH-02,132
SM-03956,PO-02297,2025-05-01,2025-05-02,STR-007,WH-02,164
SM-03957,PO-01369,2024-03-26,2024-03-28,STR-005,WH-02,150
SM-03958,PO-01947,2023-12-24,2023-12-28,STR-005,WH-01,91
SM-03959,PO-00371,2023-12-09,2023-12-14,STR-010,WH-02,41
SM-03960,PO-01035,2023-12-15,2023-12-17,STR-007,WH-03,124
SM-03961,PO-02237,2024-06-22,2024-06-23,STR-003,WH-01,68
SM-03962,PO-01287,2023-12-12,2023-12-17,STR-007,WH-02,165
SM-03963,PO-00472,2024-10-13,2024-10-16,STR-001,WH-03,146
SM-03964,PO-02027,2023-12-23,2023-12-24,STR-008,WH-02,130
SM-03965,PO-01468,2024-09-06,2024-09-08,STR-001,WH-01,157
SM-03966,PO-00883,2024-05-30,2024-06-01,STR-010,WH-01,92
SM-03967,PO-01613,2023-12-18,2023-12-22,STR-008,WH-01,187
SM-03968,PO-01248,2025-07-05,2025-07-06,STR-007,WH-02,132
SM-03969,PO-01976,2024-02-02,2024-02-06,STR-002,WH-02,56
SM-03970,PO-01665,2024-02-29,2024-03-04,STR-007,WH-02,198
SM-03971,PO-02161,2023-12-21,2023-12-25,STR-007,WH-03,69
SM-03972,PO-00928,2025-04-08,2025-04-10,STR-009,WH-01,146
SM-03973,PO-00489,2023-12-27,2023-12-29,STR-004,WH-03,46
SM-03974,PO-01680,2025-03-02,2025-03-07,STR-003,WH-01,142
SM-03975,PO-01726,2024-09-19,2024-09-19,STR-005,WH-01,74
SM-03976,PO-01649,2024-04-19,2024-04-22,STR-007,WH-02,155
SM-03977,PO-01993,2024-03-26,2024-03-29,STR-008,WH-01,67
SM-03978,PO-01615,2024-01-01,2024-01-03,STR-005,WH-03,75
SM-03979,PO-02307,2024-08-20,2024-08-21,STR-006,WH-02,43
SM-03980,PO-00447,2024-06-08,2024-06-10,STR-008,WH-01,22
SM-03981,PO-02216,2023-12-22,2023-12-24,STR-001,WH-02,145
SM-03982,PO-01023,2024-03-05,2024-03-07,STR-005,WH-02,146
SM-03983,PO-00038,2023-12-10,2023-12-15,STR-001,WH-03,51
SM-03984,PO-00077,2023-12-16,2023-12-20,STR-006,WH-03,92
SM-03985,PO-00107,2023-12-18,2023-12-21,STR-005,WH-01,112
SM-03986,PO-02149,2023-12-16,2023-12-20,STR-007,WH-02,163
SM-03987,PO-00162,2024-05-19,2024-05-24,STR-001,WH-01,20
SM-03988,PO-00895,2025-05-01,2025-05-04,STR-004,WH-03,44
SM-03989,PO-01231,2025-01-18,2025-01-19,STR-001,WH-02,90
SM-03990,PO-01869,2024-02-29,2024-03-03,STR-006,WH-03,187
SM-03991,PO-00596,2023-12-21,2023-12-26,STR-008,WH-01,116
SM-03992,PO-00382,2025-11-06,2025-11-07,STR-003,WH-03,196
SM-03993,PO-02338,2024-02-16,2024-02-18,STR-004,WH-03,71
SM-03994,PO-01347,2023-12-29,2024-01-01,STR-007,WH-01,49
SM-03995,PO-00082,2024-11-30,2024-12-03,STR-002,WH-03,75
SM-03996,PO-01313,2025-06-20,2025-06-24,STR-008,WH-03,31
SM-03997,PO-01697,2025-01-24,2025-01-27,STR-003,WH-01,23
SM-03998,PO-01698,2024-02-06,2024-02-07,STR-005,WH-01,64
SM-03999,PO-00319,2024-04-23,2024-04-24,STR-009,WH-03,172
SM-04000,PO-01995,2023-12-16,2023-12-18,STR-004,WH-02,173
SM-04001,PO-01671,2024-07-18,2024-07-20,STR-006,WH-02,75
SM-04002,PO-01754,2024-04-03,2024-04-06,STR-006,WH-02,82
SM-04003,PO-01760,2025-04-07,2025-04-08,STR-002,WH-01,66
SM-04004,PO-02219,2024-11-10,2024-11-14,STR-005,WH-01,126
SM-04005,PO-00711,2024-07-30,2024-07-30,STR-007,WH-01,182
SM-04006,PO-00213,2023-12-28,2024-01-02,STR-002,WH-03,168
SM-04007,PO-00709,2023-12-22,2023-12-23,STR-009,WH-02,86
SM-04008,PO-00861,2025-02-13,2025-02-16,STR-006,WH-03,173
SM-04009,PO-01074,2023-12-26,2023-12-30,STR-003,WH-01,42
SM-04010,PO-02183,2023-12-10,2023-12-11,STR-007,WH-02,137
SM-04011,PO-02094,2024-02-11,2024-02-16,STR-002,WH-02,82
SM-04012,PO-01863,2024-05-03,2024-05-05,STR-006,WH-01,104
SM-04013,PO-01054,2023-12-24,2023-12-27,STR-001,WH-02,168
SM-04014,PO-00362,2024-06-19,2024-06-22,STR-009,WH-03,14
SM-04015,PO-01534,2023-12-27,2023-12-30,STR-009,WH-01,23
SM-04016,PO-01417,2024-06-21,2024-06-25,STR-006,WH-01,99
SM-04017,PO-00320,2023-12-17,2023-12-21,STR-003,WH-02,88
SM-04018,PO-00095,2024-04-06,2024-04-07,STR-007,WH-01,169
SM-04019,PO-01429,2025-05-18,2025-05-20,STR-010,WH-03,173
SM-04020,PO-01801,2023-12-17,2023-12-19,STR-003,WH-02,10
SM-04021,PO-00951,2023-12-18,2023-12-23,STR-002,WH-01,79
SM-04022,PO-01551,2024-03-30,2024-04-04,STR-005,WH-02,42
SM-04023,PO-01112,2025-03-27,2025-03-27,STR-003,WH-03,186
SM-04024,PO-01313,2025-06-21,2025-06-22,STR-005,WH-03,25
SM-04025,PO-02394,2025-02-27,2025-03-01,STR-003,WH-01,37
SM-04026,PO-02356,2024-10-01,2024-10-02,STR-006,WH-02,153
SM-04027,PO-02034,2023-12-05,2023-12-08,STR-004,WH-02,185
SM-04028,PO-00774,2024-10-29,2024-10-30,STR-010,WH-01,71
SM-04029,PO-01113,2024-02-27,2024-02-28,STR-004,WH-02,50
SM-04030,PO-01591,2024-04-15,2024-04-18,STR-003,WH-03,184
SM-04031,PO-01493,2023-12-28,2023-12-31,STR-006,WH-03,195
SM-04032,PO-01568,2024-07-25,2024-07-28,STR-003,WH-01,165
SM-04033,PO-02040,2024-04-23,2024-04-26,STR-006,WH-01,197
SM-04034,PO-01813,2024-03-04,2024-03-06,STR-009,WH-03,68
SM-04035,PO-02435,2023-12-21,2023-12-26,STR-004,WH-01,84
SM-04036,PO-00851,2024-09-30,2024-10-05,STR-002,WH-02,184
SM-04037,PO-01439,2024-05-21,2024-05-26,STR-002,WH-03,140
SM-04038,PO-01448,2024-03-04,2024-03-08,STR-008,WH-03,145
SM-04039,PO-00766,2023-12-13,2023-12-18,STR-009,WH-03,97
SM-04040,PO-01976,2024-02-02,2024-02-07,STR-003,WH-02,72
SM-04041,PO-02474,2023-12-19,2023-12-21,STR-008,WH-02,13
SM-04042,PO-00292,2024-09-17,2024-09-22,STR-009,WH-01,120
SM-04043,PO-01481,2024-01-24,2024-01-27,STR-010,WH-03,47
SM-04044,PO-01656,2024-03-04,2024-03-07,STR-001,WH-02,97
SM-04045,PO-01719,2023-12-25,2023-12-28,STR-003,WH-02,183
SM-04046,PO-01545,2025-03-12,2025-03-14,STR-008,WH-03,50
SM-04047,PO-01833,2023-12-15,2023-12-20,STR-002,WH-02,124
SM-04048,PO-01461,2024-03-28,2024-03-31,STR-009,WH-02,23
SM-04049,PO-02375,2024-04-27,2024-04-29,STR-009,WH-03,18
SM-04050,PO-01990,2024-01-29,2024-01-31,STR-006,WH-01,21
SM-04051,PO-01033,2024-02-10,2024-02-11,STR-007,WH-01,128
SM-04052,PO-01178,2024-05-10,2024-05-11,STR-004,WH-01,171
SM-04053,PO-01634,2024-01-02,2024-01-05,STR-005,WH-02,132
SM-04054,PO-02028,2024-07-25,2024-07-27,STR-004,WH-01,20
SM-04055,PO-00611,2024-04-17,2024-04-20,STR-005,WH-01,78
SM-04056,PO-00054,2023-12-31,2024-01-01,STR-008,WH-02,156
SM-04057,PO-01982,2025-03-11,2025-03-16,STR-002,WH-01,182
SM-04058,PO-00002,2024-01-18,2024-01-20,STR-002,WH-03,24
SM-04059,PO-00803,2023-12-31,2024-01-02,STR-007,WH-03,166
SM-04060,PO-00295,2024-08-17,2024-08-20,STR-007,WH-03,42
SM-04061,PO-01776,2024-11-27,2024-11-27,STR-002,WH-03,116
SM-04062,PO-01722,2023-12-22,2023-12-23,STR-005,WH-03,17
SM-04063,PO-02002,2024-05-07,2024-05-08,STR-010,WH-01,56
SM-04064,PO-01815,2025-05-26,2025-05-26,STR-006,WH-03,44
SM-04065,PO-00103,2025-06-03,2025-06-04,STR-009,WH-02,185
SM-04066,PO-00790,2023-12-31,2024-01-01,STR-001,WH-02,29
SM-04067,PO-01583,2024-05-17,2024-05-22,STR-002,WH-03,66
SM-04068,PO-00732,2024-05-03,2024-05-03,STR-002,WH-02,155
SM-04069,PO-00192,2023-12-20,2023-12-23,STR-001,WH-03,27
SM-04070,PO-01570,2024-07-30,2024-08-02,STR-007,WH-01,63
SM-04071,PO-00155,2024-11-05,2024-11-05,STR-009,WH-02,85
SM-04072,PO-00608,2023-12-25,2023-12-27,STR-009,WH-03,22
SM-04073,PO-01630,2024-02-04,2024-02-06,STR-008,WH-02,43
SM-04074,PO-01232,2024-01-20,2024-01-23,STR-007,WH-03,81
SM-04075,PO-01943,2024-07-29,2024-08-02,STR-002,WH-01,22
SM-04076,PO-01612,2024-06-23,2024-06-27,STR-001,WH-01,174
SM-04077,PO-00971,2023-12-07,2023-12-12,STR-008,WH-03,146
SM-04078,PO-00674,2024-06-12,2024-06-13,STR-002,WH-01,149
SM-04079,PO-00483,2024-06-25,2024-06-29,STR-001,WH-03,51
SM-04080,PO-02491,2024-11-08,2024-11-11,STR-001,WH-01,130
SM-04081,PO-02184,2024-07-13,2024-07-14,STR-001,WH-03,177
SM-04082,PO-00390,2023-12-23,2023-12-26,STR-008,WH-02,110
SM-04083,PO-01112,2025-03-27,2025-03-27,STR-008,WH-03,199
SM-04084,PO-01356,2024-05-27,2024-05-30,STR-009,WH-01,126
SM-04085,PO-01494,2024-10-02,2024-10-03,STR-008,WH-02,67
SM-04086,PO-00922,2023-12-17,2023-12-21,STR-007,WH-01,196
SM-04087,PO-01312,2024-02-10,2024-02-13,STR-010,WH-03,135
SM-04088,PO-02471,2024-01-28,2024-02-02,STR-002,WH-03,168
SM-04089,PO-02392,2025-10-07,2025-10-07,STR-004,WH-02,145
SM-04090,PO-01157,2024-02-12,2024-02-16,STR-009,WH-03,90
SM-04091,PO-00665,2023-12-24,2023-12-29,STR-004,WH-03,11
SM-04092,PO-01184,2025-04-11,2025-04-13,STR-006,WH-03,77
SM-04093,PO-00869,2023-12-22,2023-12-27,STR-001,WH-01,149
SM-04094,PO-00714,2024-03-02,2024-03-03,STR-001,WH-01,10
SM-04095,PO-00097,2025-05-12,2025-05-16,STR-003,WH-03,99
SM-04096,PO-01383,2024-01-04,2024-01-07,STR-005,WH-02,61
SM-04097,PO-01779,2024-04-13,2024-04-14,STR-005,WH-02,118
SM-04098,PO-00864,2024-01-06,2024-01-09,STR-009,WH-01,30
SM-04099,PO-00427,2025-03-18,2025-03-18,STR-008,WH-02,23
SM-04100,PO-00789,2023-12-29,2023-12-31,STR-006,WH-02,32
SM-04101,PO-01945,2024-06-18,2024-06-20,STR-003,WH-02,185
SM-04102,PO-01017,2024-09-09,2024-09-10,STR-001,WH-03,76
SM-04103,PO-02267,2025-12-30,2025-12-30,STR-001,WH-01,192
SM-04104,PO-01759,2023-12-22,2023-12-24,STR-002,WH-02,104
SM-04105,PO-02057,2024-03-13,2024-03-16,STR-001,WH-02,189
SM-04106,PO-00949,2023-12-29,2024-01-01,STR-001,WH-01,184
SM-04107,PO-01903,2024-03-26,2024-03-27,STR-008,WH-03,35
SM-04108,PO-00547,2024-02-21,2024-02-25,STR-008,WH-03,142
SM-04109,PO-00433,2024-07-16,2024-07-21,STR-001,WH-03,34
SM-04110,PO-01860,2025-01-08,2025-01-10,STR-007,WH-03,104
SM-04111,PO-00528,2024-02-17,2024-02-19,STR-002,WH-01,117
SM-04112,PO-01983,2025-10-15,2025-10-19,STR-004,WH-01,39
SM-04113,PO-00298,2024-04-30,2024-05-01,STR-001,WH-01,111
SM-04114,PO-02188,2025-06-20,2025-06-24,STR-007,WH-02,80
SM-04115,PO-01717,2024-06-04,2024-06-07,STR-005,WH-03,70
SM-04116,PO-00964,2025-08-14,2025-08-14,STR-006,WH-02,119
SM-04117,PO-02250,2024-05-05,2024-05-07,STR-010,WH-01,172
SM-04118,PO-01912,2024-01-15,2024-01-18,STR-005,WH-02,54
SM-04119,PO-01301,2024-06-20,2024-06-24,STR-008,WH-03,147
SM-04120,PO-02388,2024-08-25,2024-08-29,STR-010,WH-01,193
SM-04121,PO-01976,2024-02-02,2024-02-07,STR-004,WH-02,105
SM-04122,PO-00363,2024-08-11,2024-08-15,STR-007,WH-02,18
SM-04123,PO-00920,2025-02-17,2025-02-19,STR-003,WH-03,178
SM-04124,PO-01968,2023-12-09,2023-12-12,STR-001,WH-02,183
SM-04125,PO-00070,2023-12-26,2023-12-27,STR-010,WH-03,183
SM-04126,PO-01802,2024-07-11,2024-07-12,STR-002,WH-03,168
SM-04127,PO-02499,2025-10-24,2025-10-24,STR-007,WH-02,46
SM-04128,PO-00916,2024-06-16,2024-06-19,STR-001,WH-03,134
SM-04129,PO-02013,2024-01-28,2024-02-02,STR-003,WH-02,117
SM-04130,PO-00309,2023-12-26,2023-12-31,STR-002,WH-03,190
SM-04131,PO-01412,2024-09-27,2024-10-02,STR-004,WH-02,84
SM-04132,PO-00376,2024-09-04,2024-09-09,STR-007,WH-02,184
SM-04133,PO-00071,2023-12-11,2023-12-16,STR-007,WH-03,198
SM-04134,PO-02085,2024-09-27,2024-10-01,STR-002,WH-02,111
SM-04135,PO-00220,2024-01-28,2024-01-29,STR-004,WH-03,146
SM-04136,PO-00238,2024-04-01,2024-04-06,STR-006,WH-03,65
SM-04137,PO-01078,2024-04-10,2024-04-15,STR-004,WH-01,23
SM-04138,PO-01669,2025-05-01,2025-05-05,STR-004,WH-03,145
SM-04139,PO-00251,2023-12-14,2023-12-18,STR-009,WH-01,167
SM-04140,PO-01020,2023-12-22,2023-12-24,STR-005,WH-03,85
SM-04141,PO-01068,2025-01-03,2025-01-03,STR-002,WH-03,69
SM-04142,PO-01588,2024-04-24,2024-04-29,STR-003,WH-01,135
SM-04143,PO-01189,2024-05-13,2024-05-18,STR-004,WH-01,114
SM-04144,PO-01172,2025-03-30,2025-04-01,STR-008,WH-02,164
SM-04145,PO-00824,2024-12-28,2025-01-02,STR-003,WH-01,70
SM-04146,PO-01237,2024-07-21,2024-07-22,STR-009,WH-01,164
SM-04147,PO-00706,2024-01-01,2024-01-02,STR-010,WH-01,117
SM-04148,PO-00692,2024-07-07,2024-07-12,STR-009,WH-01,20
SM-04149,PO-02280,2024-06-17,2024-06-20,STR-005,WH-03,144
SM-04150,PO-00633,2023-12-19,2023-12-23,STR-007,WH-02,132
SM-04151,PO-00843,2024-01-07,2024-01-09,STR-004,WH-03,96
SM-04152,PO-02135,2023-12-24,2023-12-29,STR-002,WH-01,129
SM-04153,PO-01612,2024-06-22,2024-06-25,STR-007,WH-01,11
SM-04154,PO-01050,2025-11-11,2025-11-11,STR-002,WH-01,200
SM-04155,PO-01034,2024-06-16,2024-06-20,STR-005,WH-02,97
SM-04156,PO-00746,2024-01-22,2024-01-26,STR-003,WH-02,166
SM-04157,PO-01643,2023-12-28,2023-12-29,STR-009,WH-02,115
SM-04158,PO-02428,2025-03-02,2025-03-06,STR-003,WH-01,104
SM-04159,PO-00296,2023-12-30,2024-01-01,STR-008,WH-03,105
SM-04160,PO-00589,2024-01-09,2024-01-12,STR-009,WH-01,76
SM-04161,PO-01861,2023-12-09,2023-12-12,STR-001,WH-03,11
SM-04162,PO-00095,2024-04-07,2024-04-10,STR-006,WH-01,184
SM-04163,PO-01363,2024-02-24,2024-02-28,STR-009,WH-02,116
SM-04164,PO-01719,2023-12-25,2023-12-29,STR-005,WH-02,142
SM-04165,PO-01222,2024-02-11,2024-02-16,STR-002,WH-02,180
SM-04166,PO-01023,2024-03-03,2024-03-07,STR-002,WH-02,121
SM-04167,PO-00191,2024-01-08,2024-01-10,STR-008,WH-01,60
SM-04168,PO-01435,2025-10-02,2025-10-07,STR-010,WH-03,55
SM-04169,PO-00523,2023-12-16,2023-12-18,STR-005,WH-01,83
SM-04170,PO-02217,2023-12-21,2023-12-25,STR-009,WH-01,13
SM-04171,PO-00775,2023-12-22,2023-12-25,STR-006,WH-02,37
SM-04172,PO-01996,2023-12-17,2023-12-20,STR-007,WH-03,89
SM-04173,PO-01669,2025-05-01,2025-05-02,STR-002,WH-03,36
SM-04174,PO-02371,2023-12-18,2023-12-19,STR-002,WH-02,84
SM-04175,PO-01895,2025-01-01,2025-01-02,STR-004,WH-01,171
SM-04176,PO-00694,2024-09-11,2024-09-13,STR-010,WH-02,90
SM-04177,PO-02130,2024-04-20,2024-04-25,STR-005,WH-01,191
SM-04178,PO-00034,2024-02-29,2024-02-29,STR-002,WH-02,131
SM-04179,PO-00301,2023-12-27,2023-12-31,STR-003,WH-01,188
SM-04180,PO-00431,2024-12-04,2024-12-09,STR-006,WH-02,96
SM-04181,PO-00798,2024-05-31,2024-06-05,STR-010,WH-02,34
SM-04182,PO-01847,2024-05-02,2024-05-04,STR-005,WH-01,155
SM-04183,PO-01034,2024-06-17,2024-06-18,STR-001,WH-02,178
SM-04184,PO-00788,2024-01-03,2024-01-08,STR-001,WH-01,197
SM-04185,PO-00656,2023-12-20,2023-12-21,STR-003,WH-02,35
SM-04186,PO-01071,2023-12-09,2023-12-14,STR-002,WH-03,109
SM-04187,PO-01335,2023-12-20,2023-12-20,STR-009,WH-01,18
SM-04188,PO-00634,2024-06-19,2024-06-23,STR-010,WH-02,117
SM-04189,PO-01032,2025-12-25,2025-12-27,STR-006,WH-01,173
SM-04190,PO-01307,2024-07-11,2024-07-13,STR-009,WH-02,144
SM-04191,PO-00059,2024-01-12,2024-01-17,STR-003,WH-02,108
SM-04192,PO-01312,2024-02-08,2024-02-12,STR-007,WH-03,21
SM-04193,PO-00055,2024-02-01,2024-02-04,STR-009,WH-02,158
SM-04194,PO-02228,2024-03-02,2024-03-03,STR-001,WH-01,144
SM-04195,PO-02260,2025-01-12,2025-01-13,STR-009,WH-03,188
SM-04196,PO-01014,2025-09-06,2025-09-09,STR-001,WH-01,59
SM-04197,PO-01869,2024-02-27,2024-03-03,STR-009,WH-03,111
SM-04198,PO-02146,2024-04-11,2024-04-13,STR-008,WH-02,195
SM-04199,PO-00634,2024-06-19,2024-06-20,STR-001,WH-02,126
SM-04200,PO-00289,2024-07-09,2024-07-10,STR-001,WH-03,118
