customer_id,recency,frequency,monetary,r_quartile,f_quartile,m_quartile,rfm_score,rfm_segment,promo_sensitivity,segment
CUS-02313,114,146,75856.82,1,4,4,144,New Customers,0.0,loyal_full_price
CUS-02314,69,79,38170.08,2,2,3,223,Need Attention,0.33333333333333337,occasional
CUS-02315,2,265,119769.56,4,4,4,444,Champions,0.0,loyal_full_price
CUS-02316,36,93,32486.11,3,3,2,332,Potential Loyalists,0.6666666666666667,promo_lover
CUS-02317,2,47,21141.7,4,1,1,411,Need Attention,1.0,price_sensitive
CUS-02318,179,46,14713.83,1,1,1,111,Lost,1.0,price_sensitive
CUS-02319,27,156,71062.6,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-02320,2,36,16220.61,4,1,1,411,Need Attention,1.0,price_sensitive
CUS-02321,24,218,99500.86,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-02322,52,103,44110.71,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-02323,144,101,39650.4,1,3,3,133,New Customers,0.33333333333333337,loyal_full_price
CUS-02324,9,140,62887.8,4,4,4,444,Champions,0.0,loyal_full_price
CUS-02325,67,138,67999.36,2,4,4,244,Potential Loyalists,0.0,loyal_full_price
CUS-02326,10,254,116819.25,4,4,4,444,Champions,0.0,loyal_full_price
CUS-02327,4,54,26910.06,4,2,2,422,Potential Loyalists,0.6666666666666667,price_sensitive
CUS-02328,39,250,108490.93,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-02329,50,84,37995.75,3,2,2,322,About to Sleep,0.6666666666666667,price_sensitive
CUS-02330,116,137,56664.96,1,4,4,144,New Customers,0.0,loyal_full_price
CUS-02331,49,151,60880.87,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-02332,154,38,17210.56,1,1,1,111,Lost,1.0,price_sensitive
CUS-02333,49,151,67190.96,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-02334,73,63,26056.35,2,2,2,222,Need Attention,0.6666666666666667,price_sensitive
CUS-02335,113,44,17500.15,1,1,1,111,Lost,1.0,price_sensitive
CUS-02336,72,96,40516.409999999996,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-02337,84,145,64384.3,2,4,4,244,Potential Loyalists,0.0,loyal_full_price
CUS-02338,67,84,31484.63,2,2,2,222,Need Attention,0.6666666666666667,price_sensitive
CUS-02339,23,49,18454.83,3,1,1,311,Hibernating,1.0,price_sensitive
CUS-02340,27,45,18747.75,3,1,1,311,Hibernating,1.0,price_sensitive
CUS-02341,158,96,42407.48,1,3,3,133,New Customers,0.33333333333333337,loyal_full_price
CUS-02342,131,46,20088.12,1,1,1,111,Lost,1.0,price_sensitive
CUS-02343,27,142,60565.24,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-02344,73,34,10610.62,2,1,1,211,At Risk,1.0,price_sensitive
CUS-02345,134,37,14665.03,1,1,1,111,Lost,1.0,price_sensitive
CUS-02346,8,88,43778.64,4,2,3,423,Loyal,0.33333333333333337,occasional
CUS-02347,26,43,20720.329999999998,3,1,1,311,Hibernating,1.0,price_sensitive
CUS-02348,52,146,58690.4,2,4,4,244,Potential Loyalists,0.0,loyal_full_price
CUS-02349,11,103,52675.45,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-02350,69,256,107928.36,2,4,4,244,Potential Loyalists,0.0,loyal_full_price
CUS-02351,8,43,23432.43,4,1,2,412,Need Attention,0.6666666666666667,price_sensitive
CUS-02352,116,97,41439.23,1,3,3,133,New Customers,0.33333333333333337,loyal_full_price
CUS-02353,50,49,21058.32,3,1,1,311,Hibernating,1.0,price_sensitive
CUS-02354,8,167,73451.99,4,4,4,444,Champions,0.0,loyal_full_price
CUS-02355,107,99,41758.07,1,3,3,133,New Customers,0.33333333333333337,loyal_full_price
CUS-02356,23,50,19205.03,3,2,1,321,About to Sleep,1.0,price_sensitive
CUS-02357,8,115,44506.14,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-02358,114,46,17011.8,1,1,1,111,Lost,1.0,price_sensitive
CUS-02359,7,140,57658.1,4,4,4,444,Champions,0.0,loyal_full_price
CUS-02360,115,49,26489.82,1,1,2,112,Hibernating,0.6666666666666667,price_sensitive
CUS-02361,93,44,23829.3,2,1,2,212,At Risk,0.6666666666666667,price_sensitive
CUS-02362,39,87,34096.42,3,2,2,322,About to Sleep,0.6666666666666667,price_sensitive
CUS-02363,169,62,24575.57,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
CUS-02364,7,114,46824.9,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-02365,164,39,19240.4,1,1,1,111,Lost,1.0,price_sensitive
CUS-02366,80,109,47531.38,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-02367,10,154,69481.16,4,4,4,444,Champions,0.0,loyal_full_price
CUS-02368,1,133,67005.26,4,3,4,434,Champions,0.0,loyal_full_price
CUS-02369,7,221,94238.95,4,4,4,444,Champions,0.0,loyal_full_price
CUS-02370,129,36,16347.09,1,1,1,111,Lost,1.0,price_sensitive
CUS-02371,9,162,69887.08,4,4,4,444,Champions,0.0,loyal_full_price
CUS-02372,7,133,58242.3,4,3,4,434,Champions,0.0,loyal_full_price
CUS-02373,85,73,30920.3,2,2,2,222,Need Attention,0.6666666666666667,price_sensitive
CUS-02374,67,37,15573.06,2,1,1,211,At Risk,1.0,price_sensitive
CUS-02375,165,38,16746.04,1,1,1,111,Lost,1.0,price_sensitive
CUS-02376,93,47,25784.37,2,1,2,212,At Risk,0.6666666666666667,price_sensitive
CUS-02377,8,134,59411.94,4,3,4,434,Champions,0.0,loyal_full_price
CUS-02378,118,37,19003.62,1,1,1,111,Lost,1.0,price_sensitive
CUS-02379,16,143,74184.96,4,4,4,444,Champions,0.0,loyal_full_price
CUS-02380,50,96,31974.35,3,3,2,332,Potential Loyalists,0.6666666666666667,promo_lover
CUS-02381,28,94,43305.89,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-02382,27,47,18334.55,3,1,1,311,Hibernating,1.0,price_sensitive
CUS-02383,52,64,24597.9,2,2,2,222,Need Attention,0.6666666666666667,price_sensitive
CUS-02384,173,54,20084.89,1,2,1,121,At Risk,1.0,price_sensitive
CUS-02385,1,139,47484.49,4,4,3,443,Champions,0.33333333333333337,loyal_full_price
CUS-02386,28,135,62742.73,3,3,4,334,Loyal,0.0,loyal_full_price
CUS-02387,63,88,38608.04,2,2,3,223,Need Attention,0.33333333333333337,occasional
CUS-02388,72,103,42968.84,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-02389,9,78,32620.31,4,2,2,422,Potential Loyalists,0.6666666666666667,price_sensitive
CUS-02390,11,143,59137.82,4,4,4,444,Champions,0.0,loyal_full_price
CUS-02391,18,236,104472.51,4,4,4,444,Champions,0.0,loyal_full_price
CUS-02392,173,53,28921.36,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
CUS-02393,57,145,61801.53,2,4,4,244,Potential Loyalists,0.0,loyal_full_price
CUS-02394,89,42,16707.79,2,1,1,211,At Risk,1.0,price_sensitive
CUS-02395,130,98,51718.65,1,3,3,133,New Customers,0.33333333333333337,loyal_full_price
CUS-02396,37,146,59732.69,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-02397,251,53,23998.85,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
CUS-02398,174,58,23779.4,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
CUS-02399,56,146,61347.24,2,4,4,244,Potential Loyalists,0.0,loyal_full_price
CUS-02400,130,43,20380.2,1,1,1,111,Lost,1.0,price_sensitive
CUS-02401,134,56,22804.36,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
CUS-02402,10,141,59193.17,4,4,4,444,Champions,0.0,loyal_full_price
CUS-02403,39,45,20211.84,3,1,1,311,Hibernating,1.0,price_sensitive
CUS-02404,74,42,13389.460000000001,2,1,1,211,At Risk,1.0,price_sensitive
CUS-02405,18,257,104877.26,4,4,4,444,Champions,0.0,loyal_full_price
CUS-02406,51,220,97382.15,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-02407,80,92,33534.83,2,3,2,232,Need Attention,0.6666666666666667,promo_lover
CUS-02408,139,34,11641.210000000001,1,1,1,111,Lost,1.0,price_sensitive
CUS-02409,130,52,24197.03,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
CUS-02410,65,104,53738.35,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-02411,155,135,56751.59,1,3,4,134,New Customers,0.0,loyal_full_price
CUS-02412,29,154,54947.18,3,4,3,343,Loyal,0.33333333333333337,loyal_full_price
CUS-02413,28,152,65209.64,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-02414,23,144,62475.83,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-02415,39,61,28039.81,3,2,2,322,About to Sleep,0.6666666666666667,price_sensitive
CUS-02416,183,49,13919.960000000001,1,1,1,111,Lost,1.0,price_sensitive
CUS-02417,3,86,34308.52,4,2,2,422,Potential Loyalists,0.6666666666666667,price_sensitive
CUS-02418,62,74,31449.510000000002,2,2,2,222,Need Attention,0.6666666666666667,price_sensitive
CUS-02419,28,246,126753.24,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-02420,131,44,22420.42,1,1,2,112,Hibernating,0.6666666666666667,price_sensitive
CUS-02421,29,84,44325.14,3,2,3,323,Potential Loyalists,0.33333333333333337,occasional
CUS-02422,113,45,15748.12,1,1,1,111,Lost,1.0,price_sensitive
CUS-02423,1,127,51766.119999999995,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-02424,236,45,18517.0,1,1,1,111,Lost,1.0,price_sensitive
CUS-02425,164,41,15326.26,1,1,1,111,Lost,1.0,price_sensitive
CUS-02426,27,56,30219.96,3,2,2,322,About to Sleep,0.6666666666666667,price_sensitive
CUS-02427,65,148,71691.77,2,4,4,244,Potential Loyalists,0.0,loyal_full_price
CUS-02428,18,98,44353.62,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-02429,39,51,23973.13,3,2,2,322,About to Sleep,0.6666666666666667,price_sensitive
CUS-02430,76,127,58994.06,2,3,4,234,Potential Loyalists,0.0,loyal_full_price
CUS-02431,52,91,33790.23,2,3,2,232,Need Attention,0.6666666666666667,promo_lover
CUS-02432,68,97,51040.18,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-02433,10,244,96314.05,4,4,4,444,Champions,0.0,loyal_full_price
CUS-02434,133,59,29155.78,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
CUS-02435,10,92,36254.68,4,3,2,432,Loyal,0.6666666666666667,promo_lover
CUS-02436,27,81,38586.37,3,2,3,323,Potential Loyalists,0.33333333333333337,occasional
CUS-02437,120,143,58336.73,1,4,4,144,New Customers,0.0,loyal_full_price
CUS-02438,11,135,53324.6,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-02439,52,34,20245.8,2,1,1,211,At Risk,1.0,price_sensitive
CUS-02440,51,148,68021.61,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-02441,134,94,36164.18,1,3,2,132,At Risk,0.6666666666666667,promo_lover
CUS-02442,51,104,39752.46,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-02443,79,53,25915.3,2,2,2,222,Need Attention,0.6666666666666667,price_sensitive
CUS-02444,39,90,41658.91,3,2,3,323,Potential Loyalists,0.33333333333333337,loyal_full_price
CUS-02445,18,139,60512.53,4,4,4,444,Champions,0.0,loyal_full_price
CUS-02446,94,88,39692.39,2,2,3,223,Need Attention,0.33333333333333337,occasional
CUS-02447,72,38,24926.59,2,1,2,212,At Risk,0.6666666666666667,price_sensitive
CUS-02448,9,233,113126.05,4,4,4,444,Champions,0.0,loyal_full_price
CUS-02449,149,48,24383.39,1,1,2,112,Hibernating,0.6666666666666667,price_sensitive
CUS-02450,49,139,42006.33,3,4,3,343,Loyal,0.33333333333333337,loyal_full_price
CUS-02451,7,249,100863.29,4,4,4,444,Champions,0.0,loyal_full_price
CUS-02452,80,96,49117.11,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-02453,27,149,71125.01,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-02454,237,49,27112.579999999998,1,1,2,112,Hibernating,0.6666666666666667,price_sensitive
CUS-02455,89,44,19070.36,2,1,1,211,At Risk,1.0,price_sensitive
CUS-02456,67,43,16767.75,2,1,1,211,At Risk,1.0,price_sensitive
CUS-02457,50,40,18398.13,3,1,1,311,Hibernating,1.0,price_sensitive
CUS-02458,86,127,50996.08,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-02459,9,42,12359.42,4,1,1,411,Need Attention,1.0,price_sensitive
CUS-02460,50,30,11340.07,3,1,1,311,Hibernating,1.0,price_sensitive
CUS-02461,46,39,13683.91,3,1,1,311,Hibernating,1.0,price_sensitive
CUS-02462,81,99,47158.67,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-02463,73,141,60989.52,2,4,4,244,Potential Loyalists,0.0,loyal_full_price
CUS-02464,2,79,36533.16,4,2,2,422,Potential Loyalists,0.6666666666666667,price_sensitive
CUS-02465,75,49,21409.92,2,1,1,211,At Risk,1.0,price_sensitive
CUS-02466,39,48,23777.48,3,1,2,312,Need Attention,0.6666666666666667,price_sensitive
CUS-02467,147,97,40377.57,1,3,3,133,New Customers,0.33333333333333337,loyal_full_price
CUS-02468,26,224,93777.56,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-02469,112,82,25529.32,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
CUS-02470,112,44,18455.96,1,1,1,111,Lost,1.0,price_sensitive
CUS-02471,56,106,43395.9,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-02472,165,45,14739.83,1,1,1,111,Lost,1.0,price_sensitive
CUS-02473,88,48,19415.27,2,1,1,211,At Risk,1.0,price_sensitive
CUS-02474,39,49,17472.62,3,1,1,311,Hibernating,1.0,price_sensitive
CUS-02475,16,55,22207.32,4,2,2,422,Potential Loyalists,0.6666666666666667,price_sensitive
CUS-02476,53,111,63858.08,2,3,4,234,Potential Loyalists,0.0,loyal_full_price
CUS-02477,159,41,22377.760000000002,1,1,2,112,Hibernating,0.6666666666666667,price_sensitive
CUS-02478,66,46,22568.510000000002,2,1,2,212,At Risk,0.6666666666666667,price_sensitive
CUS-02479,18,47,24327.53,4,1,2,412,Need Attention,0.6666666666666667,price_sensitive
CUS-02480,113,126,53092.84,1,3,3,133,New Customers,0.33333333333333337,loyal_full_price
CUS-02481,72,126,53200.14,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-02482,91,57,22139.46,2,2,2,222,Need Attention,0.6666666666666667,price_sensitive
CUS-02483,271,32,12952.49,1,1,1,111,Lost,1.0,price_sensitive
CUS-02484,201,49,20048.78,1,1,1,111,Lost,1.0,price_sensitive
CUS-02485,9,236,91574.16,4,4,4,444,Champions,0.0,loyal_full_price
CUS-02486,70,78,31895.41,2,2,2,222,Need Attention,0.6666666666666667,price_sensitive
CUS-02487,17,100,30638.49,4,3,2,432,Loyal,0.6666666666666667,promo_lover
CUS-02488,9,89,41815.36,4,2,3,423,Loyal,0.33333333333333337,occasional
CUS-02489,51,37,15422.28,3,1,1,311,Hibernating,1.0,price_sensitive
CUS-02490,50,79,47334.18,3,2,3,323,Potential Loyalists,0.33333333333333337,occasional
CUS-02491,1,43,18134.34,4,1,1,411,Need Attention,1.0,price_sensitive
CUS-02492,38,134,62501.869999999995,3,3,4,334,Loyal,0.0,loyal_full_price
CUS-02493,93,96,44142.54,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-02494,51,89,35785.99,3,2,2,322,About to Sleep,0.6666666666666667,price_sensitive
CUS-02495,82,169,78393.67,2,4,4,244,Potential Loyalists,0.0,loyal_full_price
CUS-02496,24,41,15906.59,3,1,1,311,Hibernating,1.0,price_sensitive
CUS-02497,2,48,18902.99,4,1,1,411,Need Attention,1.0,price_sensitive
CUS-02498,9,234,101125.95,4,4,4,444,Champions,0.0,loyal_full_price
CUS-02499,107,57,37174.65,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
CUS-02500,107,57,25443.94,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
CUS-02501,67,46,15285.6,2,1,1,211,At Risk,1.0,price_sensitive
CUS-02502,26,48,15805.710000000001,3,1,1,311,Hibernating,1.0,price_sensitive
CUS-02503,17,223,94527.22,4,4,4,444,Champions,0.0,loyal_full_price
CUS-02504,38,106,43347.9,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-02505,176,97,38042.47,1,3,3,133,New Customers,0.33333333333333337,loyal_full_price
CUS-02506,200,44,18059.670000000002,1,1,1,111,Lost,1.0,price_sensitive
CUS-02507,29,95,42348.86,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-02508,8,89,31007.29,4,2,2,422,Potential Loyalists,0.6666666666666667,price_sensitive
CUS-02509,27,59,27728.81,3,2,2,322,About to Sleep,0.6666666666666667,price_sensitive
CUS-02510,190,89,41197.68,1,2,3,123,Need Attention,0.33333333333333337,occasional
CUS-02511,73,85,39080.79,2,2,3,223,Need Attention,0.33333333333333337,occasional
CUS-02512,39,150,61068.88,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-02513,23,159,62581.94,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-02514,93,90,33369.41,2,2,2,222,Need Attention,0.6666666666666667,promo_lover
CUS-02515,242,32,11340.35,1,1,1,111,Lost,1.0,price_sensitive
CUS-02516,22,108,45106.84,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-02517,8,214,94937.47,4,4,4,444,Champions,0.0,loyal_full_price
CUS-02518,17,239,109735.31999999999,4,4,4,444,Champions,0.0,loyal_full_price
CUS-02519,29,47,20316.84,3,1,1,311,Hibernating,1.0,price_sensitive
CUS-02520,10,46,16165.05,4,1,1,411,Need Attention,1.0,price_sensitive
CUS-02521,48,137,51948.33,3,4,3,343,Loyal,0.33333333333333337,loyal_full_price
CUS-02522,27,105,44399.65,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-02523,52,128,53315.44,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-02524,52,43,16536.09,2,1,1,211,At Risk,1.0,price_sensitive
CUS-02525,191,46,19569.010000000002,1,1,1,111,Lost,1.0,price_sensitive
CUS-02526,117,89,46078.15,1,2,3,123,Need Attention,0.33333333333333337,occasional
CUS-02527,26,58,30035.55,3,2,2,322,About to Sleep,0.6666666666666667,price_sensitive
CUS-02528,135,100,39831.19,1,3,3,133,New Customers,0.33333333333333337,loyal_full_price
CUS-02529,56,55,16335.49,2,2,1,221,About to Sleep,1.0,price_sensitive
CUS-02530,97,43,23632.25,1,1,2,112,Hibernating,0.6666666666666667,price_sensitive
CUS-02531,18,235,121347.93,4,4,4,444,Champions,0.0,loyal_full_price
CUS-02532,72,48,21276.239999999998,2,1,1,211,At Risk,1.0,price_sensitive
CUS-02533,49,52,18016.93,3,2,1,321,About to Sleep,1.0,price_sensitive
CUS-02534,18,146,58508.57,4,4,4,444,Champions,0.0,loyal_full_price
CUS-02535,263,55,22559.13,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
CUS-02536,87,139,61407.04,2,4,4,244,Potential Loyalists,0.0,loyal_full_price
CUS-02537,96,47,19498.4,2,1,1,211,At Risk,1.0,price_sensitive
CUS-02538,64,55,19725.62,2,2,1,221,About to Sleep,1.0,price_sensitive
CUS-02539,36,81,36799.85,3,2,2,322,About to Sleep,0.6666666666666667,price_sensitive
CUS-02540,51,150,50501.76,3,4,3,343,Loyal,0.33333333333333337,loyal_full_price
CUS-02541,8,208,77539.85,4,4,4,444,Champions,0.0,loyal_full_price
CUS-02542,75,48,15375.86,2,1,1,211,At Risk,1.0,price_sensitive
CUS-02543,123,97,33691.6,1,3,2,132,At Risk,0.6666666666666667,promo_lover
CUS-02544,50,146,53186.520000000004,3,4,3,343,Loyal,0.33333333333333337,loyal_full_price
CUS-02545,113,48,18389.26,1,1,1,111,Lost,1.0,price_sensitive
CUS-02546,18,151,68767.22,4,4,4,444,Champions,0.0,loyal_full_price
CUS-02547,52,54,16027.32,2,2,1,221,About to Sleep,1.0,price_sensitive
CUS-02548,18,109,44201.08,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-02549,27,150,64142.88,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-02550,163,96,40584.75,1,3,3,133,New Customers,0.33333333333333337,loyal_full_price
CUS-02551,7,140,47991.1,4,4,3,443,Champions,0.33333333333333337,loyal_full_price
CUS-02552,8,140,57040.98,4,4,4,444,Champions,0.0,loyal_full_price
CUS-02553,49,80,30661.15,3,2,2,322,About to Sleep,0.6666666666666667,price_sensitive
CUS-02554,200,59,25248.84,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
CUS-02555,26,246,100325.81,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-02556,8,138,58939.26,4,4,4,444,Champions,0.0,loyal_full_price
CUS-02557,38,138,62772.73,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-02558,38,260,120317.19,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-02559,48,92,47463.12,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-02560,189,39,15119.31,1,1,1,111,Lost,1.0,price_sensitive
CUS-02561,9,97,49201.590000000004,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-02562,3,146,56493.1,4,4,3,443,Champions,0.33333333333333337,loyal_full_price
CUS-02563,130,51,28844.98,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
CUS-02564,28,47,27052.95,3,1,2,312,Need Attention,0.6666666666666667,price_sensitive
CUS-02565,23,45,15299.35,3,1,1,311,Hibernating,1.0,price_sensitive
CUS-02566,28,239,100287.79,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-02567,163,101,38314.87,1,3,3,133,New Customers,0.33333333333333337,loyal_full_price
CUS-02568,23,215,90051.16,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-02569,82,41,15213.46,2,1,1,211,At Risk,1.0,price_sensitive
CUS-02570,2,155,79800.95999999999,4,4,4,444,Champions,0.0,loyal_full_price
CUS-02571,66,96,50649.77,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-02572,71,47,18311.06,2,1,1,211,At Risk,1.0,price_sensitive
CUS-02573,17,41,15029.539999999999,4,1,1,411,Need Attention,1.0,price_sensitive
CUS-02574,10,107,45076.85,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-02575,17,92,42543.48,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-02576,1,226,96277.35,4,4,4,444,Champions,0.0,loyal_full_price
CUS-02577,75,48,15243.74,2,1,1,211,At Risk,1.0,price_sensitive
CUS-02578,3,213,103393.0,4,4,4,444,Champions,0.0,loyal_full_price
CUS-02579,50,39,14465.1,3,1,1,311,Hibernating,1.0,price_sensitive
CUS-02580,96,59,21811.77,2,2,2,222,Need Attention,0.6666666666666667,price_sensitive
CUS-02581,2,48,15467.15,4,1,1,411,Need Attention,1.0,price_sensitive
CUS-02582,9,241,105126.04,4,4,4,444,Champions,0.0,loyal_full_price
CUS-02583,7,95,41570.7,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-02584,39,99,45960.16,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-02585,70,47,22758.64,2,1,2,212,At Risk,0.6666666666666667,price_sensitive
CUS-02586,188,51,26060.95,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
CUS-02587,24,85,46868.64,3,2,3,323,Potential Loyalists,0.33333333333333337,occasional
CUS-02588,113,90,39589.73,1,2,3,123,Need Attention,0.33333333333333337,loyal_full_price
CUS-02589,108,46,18780.9,1,1,1,111,Lost,1.0,price_sensitive
CUS-02590,73,97,38990.17,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-02591,185,49,17569.05,1,1,1,111,Lost,1.0,price_sensitive
CUS-02592,9,138,51133.159999999996,4,4,3,443,Champions,0.33333333333333337,loyal_full_price
CUS-02593,77,53,21000.23,2,2,1,221,About to Sleep,1.0,price_sensitive
CUS-02594,172,46,22077.81,1,1,2,112,Hibernating,0.6666666666666667,price_sensitive
CUS-02595,66,109,54946.44,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-02596,113,47,19308.95,1,1,1,111,Lost,1.0,price_sensitive
CUS-02597,86,65,26051.33,2,2,2,222,Need Attention,0.6666666666666667,price_sensitive
CUS-02598,46,100,48961.71,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-02599,101,36,11515.79,1,1,1,111,Lost,1.0,price_sensitive
CUS-02600,197,105,38644.11,1,3,3,133,New Customers,0.33333333333333337,loyal_full_price
CUS-02601,18,157,58861.83,4,4,4,444,Champions,0.0,loyal_full_price
CUS-02602,18,93,38348.12,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-02603,143,37,15762.539999999999,1,1,1,111,Lost,1.0,price_sensitive
CUS-02604,53,129,57018.5,2,3,4,234,Potential Loyalists,0.0,loyal_full_price
CUS-02605,8,109,52595.66,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-02606,10,39,16559.07,4,1,1,411,Need Attention,1.0,price_sensitive
CUS-02607,52,218,107728.51,2,4,4,244,Potential Loyalists,0.0,loyal_full_price
CUS-02608,28,46,18963.09,3,1,1,311,Hibernating,1.0,price_sensitive
CUS-02609,130,51,20382.22,1,2,1,121,At Risk,1.0,price_sensitive
CUS-02610,203,40,16476.920000000002,1,1,1,111,Lost,1.0,price_sensitive
CUS-02611,115,39,14750.76,1,1,1,111,Lost,1.0,price_sensitive
CUS-02612,65,45,18592.56,2,1,1,211,At Risk,1.0,price_sensitive
CUS-02613,112,36,16838.38,1,1,1,111,Lost,1.0,price_sensitive
CUS-02614,166,55,21785.45,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
CUS-02615,17,58,27071.89,4,2,2,422,Potential Loyalists,0.6666666666666667,price_sensitive
CUS-02616,134,102,38622.42,1,3,3,133,New Customers,0.33333333333333337,loyal_full_price
CUS-02617,27,149,60600.56,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-02618,49,144,51659.47,3,4,3,343,Loyal,0.33333333333333337,loyal_full_price
CUS-02619,9,250,101287.09,4,4,4,444,Champions,0.0,loyal_full_price
CUS-02620,113,106,46017.86,1,3,3,133,New Customers,0.33333333333333337,loyal_full_price
CUS-02621,88,96,38548.33,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-02622,1,245,101779.33,4,4,4,444,Champions,0.0,loyal_full_price
CUS-02623,265,41,21673.510000000002,1,1,2,112,Hibernating,0.6666666666666667,price_sensitive
CUS-02624,75,83,29994.11,2,2,2,222,Need Attention,0.6666666666666667,price_sensitive
CUS-02625,82,51,20827.75,2,2,1,221,About to Sleep,1.0,price_sensitive
CUS-02626,8,103,36584.27,4,3,2,432,Loyal,0.6666666666666667,promo_lover
CUS-02627,17,144,53157.85,4,4,3,443,Champions,0.33333333333333337,loyal_full_price
CUS-02628,52,56,19779.9,2,2,1,221,About to Sleep,1.0,price_sensitive
CUS-02629,170,82,33522.31,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
CUS-02630,2,241,106271.89,4,4,4,444,Champions,0.0,loyal_full_price
CUS-02631,52,55,17828.65,2,2,1,221,About to Sleep,1.0,price_sensitive
CUS-02632,51,112,44340.78,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-02633,74,39,13941.54,2,1,1,211,At Risk,1.0,price_sensitive
